index,I1_D0_Col0_1,I1_D0_Col0_2,I1_D0_Col0_3,I1_D0_Col0_4,I1_D0_Col0_5,I1_D0_mfec_1,I1_D0_mfec_2,I1_D0_mfec_3,I1_D0_mfec_4,I1_D0_mfec_5,I1_D5_Col0_1,I1_D5_Col0_2,I1_D5_Col0_3,I1_D5_Col0_4,I1_D5_Col0_5,I1_D5_mfec_1,I1_D5_mfec_2,I1_D5_mfec_3,I1_D5_mfec_4,I1_D5_mfec_5,I1_D6_Syncom_Col0_1,I1_D6_Syncom_Col0_2,I1_D6_Syncom_Col0_3,I1_D6_Syncom_Col0_4,I1_D6_Syncom_Col0_5,I1_D6_Syncom_fec_1,I1_D6_Syncom_fec_2,I1_D6_Syncom_fec_3,I1_D6_Syncom_fec_4,I1_D6_Syncom_fec_5,I1_D6_Syncom_mfec_1,I1_D6_Syncom_mfec_2,I1_D6_Syncom_mfec_3,I1_D6_Syncom_mfec_4,I1_D6_Syncom_mfec_5,I1_D6_Syncom_min7_1,I1_D6_Syncom_min7_2,I1_D6_Syncom_min7_3,I1_D6_Syncom_min7_4,I1_D6_Syncom_min7_5,I1_NS_D0_Col0_1,I1_NS_D0_Col0_2,I1_NS_D0_Col0_3,I1_NS_D0_Col0_4,I1_NS_D0_Col0_5,I1_NS_D0_mfec_1,I1_NS_D0_mfec_2,I1_NS_D0_mfec_3,I1_NS_D0_mfec_4,I1_NS_D0_mfec_5,I1_NS_D5_Col0_1,I1_NS_D5_Col0_2,I1_NS_D5_Col0_3,I1_NS_D5_Col0_4,I1_NS_D5_Col0_5,I1_NS_D5_mfec_1,I1_NS_D5_mfec_2,I1_NS_D5_mfec_3,I1_NS_D5_mfec_4,I1_NS_D5_mfec_5,I2_D0_Col0_1,I2_D0_Col0_2,I2_D0_Col0_3,I2_D0_Col0_4,I2_D0_Col0_5,I2_D0_mfec_1,I2_D0_mfec_2,I2_D0_mfec_3,I2_D0_mfec_4,I2_D0_mfec_5,I2_D5_Col0_1,I2_D5_Col0_2,I2_D5_Col0_3,I2_D5_Col0_4,I2_D5_Col0_5,I2_D5_mfec_1,I2_D5_mfec_2,I2_D5_mfec_3,I2_D5_mfec_4,I2_D5_mfec_5,I2_D6_Syncom_Col0_1,I2_D6_Syncom_Col0_2,I2_D6_Syncom_Col0_3,I2_D6_Syncom_Col0_4,I2_D6_Syncom_Col0_5,I2_D6_Syncom_fec_1,I2_D6_Syncom_fec_2,I2_D6_Syncom_fec_3,I2_D6_Syncom_fec_4,I2_D6_Syncom_fec_5,I2_D6_Syncom_mfec_1,I2_D6_Syncom_mfec_2,I2_D6_Syncom_mfec_3,I2_D6_Syncom_mfec_4,I2_D6_Syncom_mfec_5,I2_D6_Syncom_min7_1,I2_D6_Syncom_min7_2,I2_D6_Syncom_min7_3,I2_D6_Syncom_min7_4,I2_D6_Syncom_min7_5,I2_NS_D0_Col0_1,I2_NS_D0_Col0_2,I2_NS_D0_Col0_3,I2_NS_D0_Col0_4,I2_NS_D0_Col0_5,I2_NS_D0_mfec_1,I2_NS_D0_mfec_2,I2_NS_D0_mfec_3,I2_NS_D0_mfec_4,I2_NS_D0_mfec_5,I2_NS_D5_Col0_1,I2_NS_D5_Col0_2,I2_NS_D5_Col0_3,I2_NS_D5_Col0_4,I2_NS_D5_Col0_5,I2_NS_D5_mfec_1,I2_NS_D5_mfec_2,I2_NS_D5_mfec_3,I2_NS_D5_mfec_4,I2_NS_D5_mfec_5,I3_D0_Col0_1,I3_D0_Col0_2,I3_D0_Col0_3,I3_D0_Col0_4,I3_D0_Col0_5,I3_D0_mfec_1,I3_D0_mfec_2,I3_D0_mfec_3,I3_D0_mfec_4,I3_D0_mfec_5,I3_D5_Col0_1,I3_D5_Col0_2,I3_D5_Col0_3,I3_D5_Col0_4,I3_D5_Col0_5,I3_D5_mfec_1,I3_D5_mfec_2,I3_D5_mfec_3,I3_D5_mfec_4,I3_D5_mfec_5,I3_D6_Syncom_Col0_1,I3_D6_Syncom_Col0_2,I3_D6_Syncom_Col0_3,I3_D6_Syncom_Col0_4,I3_D6_Syncom_Col0_5,I3_D6_Syncom_fec_1,I3_D6_Syncom_fec_2,I3_D6_Syncom_fec_3,I3_D6_Syncom_fec_4,I3_D6_Syncom_fec_5,I3_D6_Syncom_mfec_1,I3_D6_Syncom_mfec_2,I3_D6_Syncom_mfec_3,I3_D6_Syncom_mfec_4,I3_D6_Syncom_mfec_5,I3_D6_Syncom_min7_1,I3_D6_Syncom_min7_2,I3_D6_Syncom_min7_3,I3_D6_Syncom_min7_4,I3_D6_Syncom_min7_5,I3_NS_D0_Col0_1,I3_NS_D0_Col0_2,I3_NS_D0_Col0_3,I3_NS_D0_Col0_4,I3_NS_D0_Col0_5,I3_NS_D0_mfec_1,I3_NS_D0_mfec_2,I3_NS_D0_mfec_3,I3_NS_D0_mfec_4,I3_NS_D0_mfec_5,I3_NS_D5_Col0_1,I3_NS_D5_Col0_2,I3_NS_D5_Col0_3,I3_NS_D5_Col0_4,I3_NS_D5_Col0_5,I3_NS_D5_mfec_1,I3_NS_D5_mfec_2,I3_NS_D5_mfec_3,I3_NS_D5_mfec_4,I3_NS_D5_mfec_5,I4_D6_Syncom_Col0_1,I4_D6_Syncom_Col0_2,I4_D6_Syncom_Col0_3,I4_D6_Syncom_Col0_4,I4_D6_Syncom_Col0_5,I4_D6_Syncom_fec_1,I4_D6_Syncom_fec_2,I4_D6_Syncom_fec_3,I4_D6_Syncom_fec_4,I4_D6_Syncom_fec_5,I4_D6_Syncom_mfec_1,I4_D6_Syncom_mfec_2,I4_D6_Syncom_mfec_3,I4_D6_Syncom_mfec_4,I4_D6_Syncom_mfec_5,I4_D6_Syncom_min7_1,I4_D6_Syncom_min7_2,I4_D6_Syncom_min7_3,I4_D6_Syncom_min7_4,I4_D6_Syncom_min7_5,I4_NS_D0_Col0_1,I4_NS_D0_Col0_2,I4_NS_D0_Col0_3,I4_NS_D0_Col0_4,I4_NS_D0_Col0_5,I4_NS_D0_mfec_1,I4_NS_D0_mfec_2,I4_NS_D0_mfec_3,I4_NS_D0_mfec_4,I4_NS_D0_mfec_5,I4_NS_D5_Col0_1,I4_NS_D5_Col0_2,I4_NS_D5_Col0_3,I4_NS_D5_Col0_4,I4_NS_D5_Col0_5,I4_NS_D5_mfec_1,I4_NS_D5_mfec_2,I4_NS_D5_mfec_3,I4_NS_D5_mfec_4,I4_NS_D5_mfec_5,I5_D0_Col0_1,I5_D0_Col0_2,I5_D0_Col0_3,I5_D0_Col0_4,I5_D0_Col0_5,I5_D0_mfec_1,I5_D0_mfec_2,I5_D0_mfec_3,I5_D0_mfec_4,I5_D0_mfec_5,I5_D5_Col0_1,I5_D5_Col0_2,I5_D5_Col0_3,I5_D5_Col0_4,I5_D5_Col0_5,I5_D5_mfec_1,I5_D5_mfec_2,I5_D5_mfec_3,I5_D5_mfec_4,I5_D5_mfec_5,I5_D6_Syncom_Col0_1,I5_D6_Syncom_Col0_2,I5_D6_Syncom_Col0_3,I5_D6_Syncom_Col0_4,I5_D6_Syncom_Col0_5,I5_D6_Syncom_fec_1,I5_D6_Syncom_fec_2,I5_D6_Syncom_fec_3,I5_D6_Syncom_fec_4,I5_D6_Syncom_fec_5,I5_D6_Syncom_mfec_1,I5_D6_Syncom_mfec_2,I5_D6_Syncom_mfec_3,I5_D6_Syncom_mfec_4,I5_D6_Syncom_mfec_5,I5_D6_Syncom_min7_1,I5_D6_Syncom_min7_2,I5_D6_Syncom_min7_3,I5_D6_Syncom_min7_4,I5_D6_Syncom_min7_5
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Bradyrhizobiaceae;g__Afipia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003066931,0.000181868,0,0,0.002905719,0,0,0,0,0,0.000237766,0,0,0,0,0,0,0,0,0,0,0,0,0.011625332,0,0.040986454,0,0,0,7.13E-05,0,0,2.52E-05,0,0,0,0,6.74E-05,6.16E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000237389,0.002505583,0,0,0,0.000101235,0.000286082,0.000476644,0.000175493,0.000568478,0.000353726,0.000506062,0.001042847,0.000157015,0.000223541,0,0,0,0,0,0,0,0.004392048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.77E-05,0,2.45E-05,0.000228063,0.000102036,2.49E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000468329,4.24E-05,0.000490029,2.49E-05,0.000609959,0.000284102,0.000158986,9.24E-05,0,0.000359139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003517824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Bradyrhizobiaceae;g__Balneimonas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000904159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000282229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Bradyrhizobiaceae;g__Bosea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000361011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00228385,0.018711249,0,0,0,0.00065808,0.024563,0.000515272,0.00015884,0.000101109,0.000319639,0.000176552,0.000129006,0.000109036,0.000130068,0.000134864,0.000164327,0,0,0,0,0,0,0,0,0,0,0.000558919,0.002360965,0.00159708,0.000358012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001048218,0.009054326,0.019149357,0.031701073,0.033165829,0,0.021262202,0.001660255,0.004798377,0.001936368,0.001646935,0.001279075,0.001467961,0.001320161,0.001654954,0.002229619,0.003303445,0,0,0.006421783,0,0,0,0,0.007397134,0,0,0,0,0,0,0,0,0.000102879,0,0,0.000783239,0,0,0,0,0,0.011945392,0.01343309,0.000781517,0.005766526,0.002480965,0,0,0,0,0,0,0.004564721,0,0,0,0,0,0,0,0,0,0,0,0.007131941,0,0.000469646,0.000302323,0.001068242,0.001120797,0.000833443,0.000348947,0.000355366,0.000270825,0.000548441,0.000385491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.330414013,0.081712062,0,0.02173913,0,0,0,0,0,0,0.002458728,0.001681052,0.010958823,0.004065394,0.003673617,0.002708436,0.002999534,0.002414175,0.00401788,0.003770959,0,0,0,0,0.01369863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001172608,0,0.002807236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Bradyrhizobiaceae;g__Bradyrhizobium,0.030612245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.96E-05,7.52E-05,0.000146608,8.41E-06,0,6.45E-05,0,0.00014452,0.000121378,0.000136939,0,0,0,0,0,0,0,0,0.000843526,0,0,0,0,0,0,0,0,5.16E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000474777,0.003050275,0,0,0.000289939,0,0.00031209,0.000327693,0.000161994,1.58E-05,0.000176863,0,0.000136024,0,0.000521597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007640879,0,0,0,0.011299435,0,0,0,0,0,0,0.000151944,6.72E-05,0.000213648,0.000269822,0.000197394,7.35E-05,6.13E-05,2.85E-05,0.00011479,6.22E-05,0,0.000314446,0.000850841,0.001775535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014285714,0,0,0,0.000568686,0.000452048,0.002019512,0.000298378,0.001275369,0.000321982,0.00022258,0.000115511,0.000163226,0.001324325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Bradyrhizobiaceae;g__Nitrobacter,0,0,0,0,0,0,0,0,0,0,0,0,0.00176792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00133178,0.00018392,0.000389268,0.000546751,0.000579092,0.000432172,0.000608787,0.000310718,0.000242756,0.000239644,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001288844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041543027,0.033988779,0.034170854,0.034749035,0.041557939,0.0054262,0.007191064,0.002532173,0.004333329,0.004768898,0.002369962,0.003454421,0.003581954,0.004647657,0.0057624,0,0,0,0,0,0,0,0.004392048,0.00405515,0,0,0,0.001526211,0,0,0,0.000529093,0.000103612,7.65E-05,0.000979048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000276262,0.00023514,0.00071635,0.00060191,0.000614116,0.000321399,0.000269588,0.000755459,0.000280598,0.00031088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004967635,0.005918999,0.016096699,0.00554485,0.005226239,0.007651805,0.00404884,0.003095689,0.004055547,0.003512828,0,0,0,0,0,0,0,0,0,0,0.000517598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Brucellaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00605496,0,0,0.011098382,0,0,0,0.000154936,0.000134173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0003854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000241761,0.000493164,0.000783239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000538711,0.001965099,0.000464999,0.00309257,0,6.43E-05,9.80E-05,0,0.001033111,0.000385491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001455028,0,0.000285945,0,0,0.000328571,0,0.000853799,0.000527485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Brucellaceae;g__Ochrobactrum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00605496,0,0,0.011098382,0,0,0,0.000154936,0.000134173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0003854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000241761,0.000493164,0.000783239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000538711,0.001897916,0.000464999,0.00309257,0,6.43E-05,9.80E-05,0,0.001033111,0.000385491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001455028,0,0.000285945,0,0,0.000328571,0,0.000853799,0.000527485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae,0,0,0,0.001870271,0,0,0,0,0,0,0,0,0.00112504,0.007454739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000237766,0,5.52E-05,0,0,0,0,0,0,0,0,0,0,0,0,0.010767628,0,0,0,0.001062253,0.000367841,0.001167805,0.000630867,0.000649713,0.001167508,0.001008587,0.002904855,0.000485512,0.003382403,0,0,0.011261261,0,0,0.034587996,0,0,0,0,0.002328831,0,0,0.000214807,0.00097704,0,0,4.30E-05,0,0,0.000727061,0,0,0,0,0,0,0,0,0,0.000590388,0,0.006291192,0,0,0,0,0,0,0,0,0,0,0.001715266,0,0.007952522,0,0.006030151,0.011583012,0.008891466,0.006377809,0.01599459,0.005987846,0.006533742,0.005637406,0.009373729,0.00688684,0.010315121,0.008855671,0.00660689,0,0,0.001541228,0,0.002202643,0,0,0,0,0.011061947,0.000961702,0,0,0,0,0,0.000308637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005121639,0,0,0,0,0.004153686,0,0,0,0,0.013025761,0.007322931,0.006371748,0.02324616,0.026231522,0.012277431,0.015145945,0.011274873,0.030648946,0.010433117,0.000623219,0,0.000327247,0.000280348,0,0.005771931,0.005297306,0.007216539,0.006476732,0.005437604,0,0,0,0,0,0.008276922,0.003313334,0.001560951,0.004841713,0.012075413,0,0,0.011976048,0,0.004716981,0,0,0,0,0,0.016324619,0.02804108,0.016794619,0.020376702,0.012018964,0.037577181,0.038252003,0.024384327,0.009354126,0.018439541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004813202,0.000198957,0.000224938,0,0,0,0,0,0,0,0,0.000374018,0.000558269,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__Devosia,0,0,0,0,0,0,0,0,0,0,0,0,0.00112504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000237766,0,5.52E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.39E-05,0,0,0,0.000123245,0,0,0,0,0,0,0,0,0,0,0.001210992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001622156,0,0,0,0.001739635,0.000141729,0,0,0,0,0,0,0,0,0,0,0,0.001541228,0,0.002202643,0,0,0,0,0,0,0,0,0,0,0,0.000176364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000649216,0.000537463,0.000628378,0.001411374,0.002807387,0.000477507,0.001323432,0.000997776,0.001466762,0.00167875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000986837,0.003263219,0.0022868,0.003530801,0.001109016,0.00505701,0.004345614,0.0048168,0.001933605,0.003142466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000224938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__Filomicrobium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.94E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.23E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000233718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__Hyphomicrobium,0,0,0,0.001870271,0,0,0,0,0,0,0,0,0,0.007454739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0048628,0,0,0,0.001062253,0.000367841,0.001152639,0.000630867,0.000649713,0.001083654,0.001008587,0.002875951,0.000485512,0.003259158,0,0,0,0,0,0,0,0,0,0,0.001117839,0,0,0.000214807,0.00097704,0,0,4.30E-05,0,0,0.000727061,0,0,0,0,0,0,0,0,0,0.000590388,0,0.006291192,0,0,0,0,0,0,0,0,0,0,0.001715266,0,0.006330366,0,0.006030151,0.011583012,0.007151831,0.006114598,0.015890561,0.005868684,0.006533742,0.005637406,0.009373729,0.00688684,0.010201768,0.008855671,0.006507538,0,0,0,0,0,0,0,0,0,0.011061947,0.000961702,0,0,0,0,0,0.000132273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005121639,0,0,0,0,0.004153686,0,0,0,0,0.012279854,0.006785468,0.005743371,0.02177252,0.02322674,0.011570354,0.013589687,0.010134557,0.028837814,0.008617581,0.000623219,0,0.000327247,0.000280348,0,0.005771931,0.005297306,0.007216539,0.006476732,0.005437604,0,0,0,0,0,0.008276922,0.003313334,0.001560951,0.004841713,0.011841695,0,0,0.011976048,0,0.004716981,0,0,0,0,0,0.0152207,0.024608343,0.013884145,0.016485361,0.010646557,0.03225501,0.033683809,0.019463568,0.007232183,0.015117506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004813202,0.000198957,0,0,0,0,0,0,0,0,0,0,0.000558269,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__Parvibaculum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000267288,9.95E-05,0.00015249,5.68E-05,0,0.00010396,7.53E-05,5.61E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__Rhodoplanes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005904828,0,0,0,0,0,0,0,0,0,0,2.89E-05,0,0,0,0,0.011261261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000121482,7.80E-05,0.000119161,0,0,0,0,0.000113353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.67E-05,0,0,0,0.000131596,0.000229571,0.000232826,0.000142539,0.00034437,0.000136787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000117082,0.000169518,0.000356384,0.000186486,0.000110902,0.000208341,0.00022258,0,0.000113003,0.000123454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
